inf_prop,diag_prop,i0,beta_measure
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.03,0.0,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,1.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.5,5.0,0.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.04,0.0,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,1.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.5,5.0,0.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.05,0.0,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,1.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.5,5.0,0.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
0.06,0.0,5.0,1.0
